"Dataset","GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display","Numeric","Low","High","Comments"
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ISL","MLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","ISL","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","ISL","FMLE","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ISL","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","ISL","BTSX","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","ISL","BTSX","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ISL","BTSX","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","ISR","MLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","ISR","MLE","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ISR","MLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","ISR","FMLE","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","ISR","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ISR","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","ISR","BTSX","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","ISR","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ISR","BTSX","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","ITA","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","ITA","MLE","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ITA","MLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","ITA","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","ITA","FMLE","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ITA","FMLE","85","85.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","ITA","BTSX","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","ITA","BTSX","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","ITA","BTSX","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","JPN","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","JPN","MLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","JPN","MLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","JPN","FMLE","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","JPN","FMLE","85","85.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","JPN","FMLE","87","87.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","JPN","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","JPN","BTSX","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","JPN","BTSX","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","KOR","MLE","68","68.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","KOR","MLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","KOR","MLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","KOR","FMLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","KOR","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","KOR","FMLE","85","85.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","KOR","BTSX","72","72.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","KOR","BTSX","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","KOR","BTSX","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","KWT","MLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","KWT","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","KWT","MLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","KWT","FMLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","KWT","FMLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","KWT","FMLE","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","KWT","BTSX","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","KWT","BTSX","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","KWT","BTSX","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","LUX","MLE","72","72.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","LUX","MLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","LUX","MLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","LUX","FMLE","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","LUX","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","LUX","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","LUX","BTSX","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","LUX","BTSX","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","LUX","BTSX","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","MCO","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","MCO","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","MCO","MLE","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","MCO","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","MCO","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","MCO","FMLE","86","86.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","MCO","BTSX","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","MCO","BTSX","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","MCO","BTSX","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","MLT","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","MLT","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","MLT","MLE","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","MLT","FMLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","MLT","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","MLT","FMLE","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","MLT","BTSX","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","MLT","BTSX","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","MLT","BTSX","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","NLD","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","NLD","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","NLD","MLE","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","NLD","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","NLD","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","NLD","FMLE","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","NLD","BTSX","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","NLD","BTSX","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","NLD","BTSX","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","NOR","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","NOR","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","NOR","MLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","NOR","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","NOR","FMLE","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","NOR","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","NOR","BTSX","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","NOR","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","NOR","BTSX","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","NRU","MLE","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","NRU","MLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","NRU","MLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","NRU","FMLE","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","NRU","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","NRU","FMLE","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","NRU","BTSX","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","NRU","BTSX","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","NRU","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","NZL","MLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","NZL","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","NZL","MLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","NZL","FMLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","NZL","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","NZL","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","NZL","BTSX","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","NZL","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","NZL","BTSX","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","OMN","MLE","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","OMN","MLE","71","71.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","OMN","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","OMN","FMLE","70","70.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","OMN","FMLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","OMN","FMLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","OMN","BTSX","68","68.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","OMN","BTSX","72","72.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","OMN","BTSX","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","PRT","MLE","71","71.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","PRT","MLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","PRT","MLE","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","PRT","FMLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","PRT","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","PRT","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","PRT","BTSX","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","PRT","BTSX","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","PRT","BTSX","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","QAT","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","QAT","MLE","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","QAT","MLE","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","QAT","FMLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","QAT","FMLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","QAT","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","QAT","BTSX","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","QAT","BTSX","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","QAT","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","SAU","MLE","67","67.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","SAU","MLE","71","71.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","SAU","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","SAU","FMLE","71","71.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","SAU","FMLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","SAU","FMLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","SAU","BTSX","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","SAU","BTSX","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","SAU","BTSX","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","SGP","MLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","SGP","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","SGP","MLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","SGP","FMLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","SGP","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","SGP","FMLE","85","85.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","SGP","BTSX","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","SGP","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","SGP","BTSX","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SMR","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SMR","MLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SMR","MLE","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SMR","FMLE","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SMR","FMLE","85","85.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SMR","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SMR","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SMR","BTSX","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SMR","BTSX","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SVK","MLE","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SVK","MLE","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SVK","MLE","72","72.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SVK","FMLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SVK","FMLE","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SVK","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SVK","BTSX","71","71.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SVK","BTSX","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SVK","BTSX","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SVN","MLE","70","70.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SVN","MLE","72","72.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SVN","MLE","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SVN","FMLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SVN","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SVN","FMLE","83","83.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SVN","BTSX","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SVN","BTSX","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SVN","BTSX","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SWE","MLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SWE","MLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SWE","MLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SWE","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SWE","FMLE","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SWE","FMLE","84","84.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SWE","BTSX","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SWE","BTSX","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SWE","BTSX","82","82.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","TTO","MLE","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_HI","TTO","MLE","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_HI","TTO","MLE","67","67.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","TTO","FMLE","71","71.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_HI","TTO","FMLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_HI","TTO","FMLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","TTO","BTSX","68","68.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_HI","TTO","BTSX","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_HI","TTO","BTSX","70","70.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","USA","MLE","72","72.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_HI","USA","MLE","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_HI","USA","MLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","USA","FMLE","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_HI","USA","FMLE","80","80.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_HI","USA","FMLE","81","81.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","USA","BTSX","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_HI","USA","BTSX","77","77.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_HI","USA","BTSX","79","79.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_LI","AFG","MLE","49","49.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_LI","AFG","MLE","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_LI","AFG","MLE","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_LI","AFG","FMLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_LI","AFG","FMLE","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_LI","AFG","FMLE","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EMR","WB_LI","AFG","BTSX","49","49.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EMR","WB_LI","AFG","BTSX","55","55.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EMR","WB_LI","AFG","BTSX","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BDI","MLE","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BDI","MLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BDI","MLE","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BDI","FMLE","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BDI","FMLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BDI","FMLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BDI","BTSX","49","49.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BDI","BTSX","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BDI","BTSX","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BEN","MLE","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BEN","MLE","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BEN","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BEN","FMLE","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BEN","FMLE","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BEN","FMLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BEN","BTSX","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BEN","BTSX","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BEN","BTSX","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BFA","MLE","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BFA","MLE","49","49.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BFA","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BFA","FMLE","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BFA","FMLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BFA","FMLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","BFA","BTSX","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BFA","BTSX","49","49.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BFA","BTSX","58","58.00000",,,
