"Dataset","GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display","Numeric","Low","High","Comments"
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","BGD","MLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","BGD","MLE","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","BGD","MLE","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","BGD","FMLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","BGD","FMLE","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","BGD","FMLE","71","71.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","BGD","BTSX","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","BGD","BTSX","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","BGD","BTSX","70","70.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","CAF","MLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","CAF","MLE","44","44.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","CAF","MLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","CAF","FMLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","CAF","FMLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","CAF","FMLE","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","CAF","BTSX","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","CAF","BTSX","45","45.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","CAF","BTSX","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","COD","MLE","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","COD","MLE","47","47.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","COD","MLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","COD","FMLE","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","COD","FMLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","COD","FMLE","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","COD","BTSX","49","49.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","COD","BTSX","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","COD","BTSX","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","COM","MLE","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","COM","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","COM","MLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","COM","FMLE","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","COM","FMLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","COM","FMLE","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","COM","BTSX","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","COM","BTSX","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","COM","BTSX","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","ERI","MLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ERI","MLE","39","39.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","ERI","MLE","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","ERI","FMLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ERI","FMLE","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","ERI","FMLE","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","ERI","BTSX","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ERI","BTSX","45","45.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","ERI","BTSX","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","ETH","MLE","42","42.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ETH","MLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","ETH","MLE","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","ETH","FMLE","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ETH","FMLE","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","ETH","FMLE","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","ETH","BTSX","45","45.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ETH","BTSX","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","ETH","BTSX","64","64.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GHA","MLE","55","55.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GHA","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GHA","MLE","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GHA","FMLE","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GHA","FMLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GHA","FMLE","64","64.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GHA","BTSX","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GHA","BTSX","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GHA","BTSX","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GIN","MLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GIN","MLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GIN","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GIN","FMLE","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GIN","FMLE","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GIN","FMLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GIN","BTSX","47","47.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GIN","BTSX","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GIN","BTSX","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GMB","MLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GMB","MLE","55","55.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GMB","MLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GMB","FMLE","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GMB","FMLE","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GMB","FMLE","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GMB","BTSX","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GMB","BTSX","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GMB","BTSX","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GNB","MLE","47","47.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GNB","MLE","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GNB","MLE","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GNB","FMLE","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GNB","FMLE","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GNB","FMLE","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GNB","BTSX","49","49.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GNB","BTSX","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GNB","BTSX","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_LI","HTI","MLE","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_LI","HTI","MLE","55","55.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_LI","HTI","MLE","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_LI","HTI","FMLE","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_LI","HTI","FMLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_LI","HTI","FMLE","64","64.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AMR","WB_LI","HTI","BTSX","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AMR","WB_LI","HTI","BTSX","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AMR","WB_LI","HTI","BTSX","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","KEN","MLE","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","KEN","MLE","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","KEN","MLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","KEN","FMLE","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","KEN","FMLE","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","KEN","FMLE","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","KEN","BTSX","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","KEN","BTSX","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","KEN","BTSX","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_LI","KGZ","MLE","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_LI","KGZ","MLE","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_LI","KGZ","MLE","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_LI","KGZ","FMLE","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_LI","KGZ","FMLE","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_LI","KGZ","FMLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","EUR","WB_LI","KGZ","BTSX","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","EUR","WB_LI","KGZ","BTSX","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","EUR","WB_LI","KGZ","BTSX","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","KHM","MLE","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","KHM","MLE","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","KHM","MLE","70","70.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","KHM","FMLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","KHM","FMLE","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","KHM","FMLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","KHM","BTSX","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","KHM","BTSX","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","KHM","BTSX","72","72.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","LAO","MLE","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","LAO","MLE","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","LAO","MLE","64","64.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","LAO","FMLE","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","LAO","FMLE","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","LAO","FMLE","67","67.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","LAO","BTSX","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","LAO","BTSX","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","LAO","BTSX","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","LBR","MLE","39","39.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","LBR","MLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","LBR","MLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","LBR","FMLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","LBR","FMLE","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","LBR","FMLE","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","LBR","BTSX","42","42.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","LBR","BTSX","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","LBR","BTSX","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MDG","MLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MDG","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MDG","MLE","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MDG","FMLE","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MDG","FMLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MDG","FMLE","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MDG","BTSX","51","51.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MDG","BTSX","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MDG","BTSX","64","64.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MLI","MLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MLI","MLE","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MLI","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MLI","FMLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MLI","FMLE","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MLI","FMLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MLI","BTSX","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MLI","BTSX","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MLI","BTSX","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","MMR","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","MMR","MLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","MMR","MLE","64","64.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","MMR","FMLE","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","MMR","FMLE","64","64.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","MMR","FMLE","68","68.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","MMR","BTSX","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","MMR","BTSX","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","MMR","BTSX","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MOZ","MLE","41","41.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MOZ","MLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MOZ","MLE","52","52.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MOZ","FMLE","45","45.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MOZ","FMLE","49","49.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MOZ","FMLE","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MOZ","BTSX","43","43.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MOZ","BTSX","47","47.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MOZ","BTSX","53","53.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MRT","MLE","57","57.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MRT","MLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MRT","MLE","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MRT","FMLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MRT","FMLE","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MRT","FMLE","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MRT","BTSX","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MRT","BTSX","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MRT","BTSX","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MWI","MLE","43","43.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MWI","MLE","45","45.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MWI","MLE","58","58.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MWI","FMLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MWI","FMLE","44","44.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MWI","FMLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MWI","BTSX","45","45.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","MWI","BTSX","44","44.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MWI","BTSX","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","NER","MLE","43","43.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","NER","MLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","NER","MLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","NER","FMLE","43","43.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","NER","FMLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","NER","FMLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","NER","BTSX","43","43.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","NER","BTSX","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","NER","BTSX","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","NIU","MLE","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","NIU","MLE","70","70.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","NIU","MLE","72","72.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","NIU","FMLE","75","75.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","NIU","FMLE","76","76.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","NIU","FMLE","78","78.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","NIU","BTSX","71","71.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","WPR","WB_LI","NIU","BTSX","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","NIU","BTSX","74","74.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","NPL","MLE","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","NPL","MLE","61","61.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","NPL","MLE","67","67.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","NPL","FMLE","55","55.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","NPL","FMLE","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","NPL","FMLE","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","NPL","BTSX","54","54.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","NPL","BTSX","62","62.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","NPL","BTSX","68","68.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","PRK","MLE","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","PRK","MLE","60","60.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","PRK","MLE","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","PRK","FMLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","PRK","FMLE","69","69.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","PRK","FMLE","73","73.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","PRK","BTSX","70","70.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","PRK","BTSX","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","PRK","BTSX","70","70.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","RWA","MLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","RWA","MLE","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","RWA","MLE","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","RWA","FMLE","50","50.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","RWA","FMLE","47","47.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","RWA","FMLE","66","66.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","RWA","BTSX","48","48.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","RWA","BTSX","46","46.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","RWA","BTSX","65","65.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","SEN","MLE","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","SEN","MLE","56","56.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","SEN","MLE","63","63.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","SEN","FMLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","SEN","FMLE","59","59.00000",,,
"CYCU","WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","SEN","FMLE","66","66.00000",,,
